ID,m/z,RT,Area,Height,Height box plot,10_80.mzML,11_80.mzML,12_80.mzML,13_80.mzML,14_80.mzML,15_80.mzML,16_80.mzML,17_80.mzML,18_80.mzML,19_80.mzML,1_80.mzML,20_80.mzML,21_80.mzML,22_80.mzML,23_80.mzML,24_80.mzML,25_80.mzML,26_80.mzML,27_80.mzML,28_80.mzML,29_80.mzML,2_80.mzML,30_80.mzML,31_80.mzML,32_80.mzML,33_80.mzML,34_80.mzML,35_80.mzML,36_80.mzML,3_80.mzML,4_80.mzML,5_80.mzML,6_80.mzML,7_80.mzML,8_80.mzML,9_80.mzML,Ext_blk_1_80.mzML,Ext_blk_2_80.mzML,Media_blank_37_80.mzML
605,209.1285,1.72,1.50E+04,3.40E+05,#605 m/z 209.1285 (1.72 min),1.20E+04,2.10E+04,9.30E+04,3.40E+05,4.80E+04,1.10E+05,7.00E+04,2.20E+05,,,,2.20E+04,8.10E+04,,2.60E+05,2.60E+05,7.50E+04,8.10E+04,6.30E+04,2.30E+05,8.70E+04,,1.60E+04,1.10E+05,7.60E+04,,,,,,,,3.20E+04,,3.50E+04,5.90E+04,,,
