featureIDs,X4132_1A_80MeOH_NdCL3.mzML,X4132_2A_80MeOH_NdCL3.mzML,X4132_3A_80MeOH_NdCL3.mzML,X4132_4A_80MeOH_NdCL3.mzML,X4133_1A_80MeOH_NdCl3.mzML,X4133_2A_80MeOH_NdCl3.mzML,X4133_3A_80MeOH_NdCl3_.mzML,X4133_4A_80MeOH_NdCl3_.mzML,logFC,pvalue,logpval,Sample_Type,,,
16146,8.03847848764555e-05,4.13335723006865e-05,6.54387428184529e-05,3.08228639392749e-05,3.7902222189863e-05,7.81896970093371e-05,5.12704676795339e-05,4.99140934985426e-05,0.004663518,0.9904938,0.004148239,Not Significant,,,
16257,3.50022674997197e-05,4.42885701814242e-05,0.000296087,4.62361256321323e-05,3.17897964808779e-05,2.15041544436081e-05,3.6262045802092e-05,9.46240570279032e-05,1.194805818,0.425711028,0.370885099,Not Significant,,,
16279,1.66604247113096e-05,1.3379483418144e-05,2.12588710438642e-05,2.40033437842647e-05,3.55393739380565e-05,3.79700605359529e-05,1.32434032796598e-05,2.22625505294226e-05,-0.533769352,0.250590022,0.601036226,Not Significant,,,
16215,2.91623741675233e-07,3.5813700837226e-07,1.16983377217964e-06,3.18334142793712e-07,1.69788845760122e-06,2.47453266291735e-07,1.19703779070277e-06,2.85339529614753e-07,-0.681035146,0.472516034,0.32558345,Not Significant,,,
16369,1.55472086347819e-05,4.36808823631523e-06,1.18527997434055e-05,2.62881354346785e-06,3.58365808985561e-06,1.2517270445058e-05,7.09303724530957e-06,3.70543490034067e-06,0.354704945,0.633600667,0.198184374,Not Significant,,,
16141,0.000255844,7.96222354822177e-05,0.0001482,9.56785099580781e-05,0.00010127,0.00022705,0.000128867,0.000135972,-0.033996785,0.945565964,0.024308169,Not Significant,,,
16285,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16239,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16188,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16227,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16321,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16301,8.55447126881336e-06,7.50500071091211e-06,7.51174119257115e-06,1.20931440911022e-05,1.64281355414618e-05,6.1485527066515e-06,8.67606477663268e-06,8.46106794657642e-06,-0.155158199,0.703665148,0.152633959,Not Significant,,,
16180,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16320,1.91653818396435e-06,3.5813700837226e-07,3.04471655325015e-06,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,9.38494863244273e-06,2.85339529614753e-07,-0.856929377,0.658255452,0.181605535,Not Significant,,,
16313,2.91623741675233e-07,4.45769882813903e-05,1.20497518647734e-06,3.18334142793712e-07,1.64367936778872e-06,1.86439343908561e-06,3.69874753627497e-06,1.56110007545731e-06,2.403566989,0.45536104,0.34164413,Not Significant,,,
16377,0.000176047,8.20206476117597e-05,0.00021257,5.31320403966034e-05,0.000102085,0.000166418,0.000135674,0.000117312,0.006295748,0.989412492,0.004622611,Not Significant,,,
16261,0.000261222,0.000124352,0.000328385,0.000108083,0.000157453,0.00025572,0.000197146,0.000180518,0.055831736,0.898644824,0.046411923,Not Significant,,,
16379,1.40547346031539e-05,5.24298380438762e-06,8.25060568806303e-06,1.7687266283678e-06,3.68682004897879e-06,7.45574086565774e-06,4.64880370819593e-06,2.85339529614753e-07,0.866768303,0.321783882,0.492435713,Not Significant,,,
16270,1.71365158182124e-05,2.20150557494147e-05,1.66500207252542e-05,2.28426695755913e-05,2.0922994271741e-05,2.47453266291735e-07,1.30229476380853e-05,2.00540012948886e-05,0.535787607,0.298421976,0.525169198,Not Significant,,,
16334,6.44315925055108e-05,1.06294734221853e-05,3.02098789736568e-05,9.92592315265908e-06,1.96553559133156e-05,4.60737035133284e-05,3.8451983294346e-05,3.19104832434749e-05,-0.240475743,0.726501802,0.138763304,Not Significant,,,
16299,0.000262495,0.000245353,0.000241637,0.000343809,0.000170551,0.000196335,0.000296478,0.000451058,-0.027614232,0.941910832,0.025990209,Not Significant,,,
16375,1.42176218114975e-05,8.78126419413054e-06,1.41875488712458e-05,5.57376598072628e-06,8.5564441505203e-06,9.91235595851715e-06,7.25011212263452e-06,1.05422030692241e-05,0.23784533,0.513846711,0.289166419,Not Significant,,,
16204,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16317,2.14343923380351e-05,4.55597727803124e-05,8.45191771825034e-05,4.27825310827847e-05,0.000190665,4.55829830651663e-05,3.91160237186966e-05,0.000115536,-1.00854435,0.26702235,0.573452387,Not Significant,,,
16206,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16392,1.45261072890785e-05,1.09717209282085e-05,1.24109039823906e-05,1.45588402877776e-05,1.6633499130541e-05,1.07841077679507e-05,2.03832575886679e-05,3.07173635331524e-05,-0.581601572,0.218376555,0.66079399,Not Significant,,,
16336,2.10574481870959e-06,3.5813700837226e-07,2.17743436550425e-06,3.18334142793712e-07,2.93191015147408e-07,3.5134392622631e-06,3.08555624743928e-06,3.18995852758263e-06,-1.023492299,0.215294325,0.666967417,Not Significant,,,
16498,6.40935647754672e-05,4.84695684299539e-05,6.33985790414537e-05,3.72854449556658e-05,6.55932262819373e-05,5.67400029054187e-05,4.8903558991281e-05,9.34422007200655e-05,-0.311717164,0.318150709,0.497367104,Not Significant,,,
16370,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16212,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16343,3.70816138466451e-05,4.14343784438852e-05,2.88930270270988e-05,4.70034966111818e-05,4.42144935815852e-05,3.5644904990811e-05,2.84815806472817e-05,2.83190710203596e-05,0.176198133,0.439414572,0.357125545,Not Significant,,,
16326,4.8699310235091e-05,3.47190425049254e-05,4.74683488443142e-05,3.85680830271007e-05,4.08717508060613e-05,4.3433644151046e-05,3.28169752171074e-05,2.26564367202724e-05,0.277754735,0.251336926,0.5997437,Not Significant,,,
16327,8.56985096774769e-06,8.51845587473812e-06,5.24575969826992e-06,8.33535683477363e-06,8.15098283730502e-06,1.63088394728515e-06,2.65997182220922e-06,2.767319998912e-06,1.011860699,0.073492841,1.133754965,Not Significant,,,
16254,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16362,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16396,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16329,0.00017797,0.000140042,0.00010879,0.000251056,8.95719949075736e-05,0.000132832,0.000151667,8.02271434331226e-05,0.577343691,0.175886465,0.754767578,Not Significant,,,
16427,1.00496815753122e-05,5.85053213771938e-06,8.48001800654624e-06,8.41791819090956e-06,1.18224184593192e-05,8.28804884150865e-06,1.36101712302161e-05,2.17862650404615e-05,-0.759052778,0.139247008,0.856214129,Not Significant,,,
16383,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16459,1.76917840500315e-06,2.65656341120448e-06,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,1.33854628108984e-06,1.54064398446009e-06,0.543633658,0.590053262,0.229108784,Not Significant,,,
16389,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16404,0.000184251,0.000124805,8.26361570667674e-05,5.10068500365269e-05,6.85346960036157e-05,0.000161862,0.000146983,6.72233400202062e-05,-0.006191662,0.990482526,0.004153182,Not Significant,,,
16437,7.56181769120528e-06,8.21796258863972e-06,7.90040752450075e-06,1.43460199512962e-05,1.20857451405378e-05,5.85740874436047e-06,9.15209974288785e-06,6.57256954513698e-06,0.175623625,0.63048005,0.200328651,Not Significant,,,
16387,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16499,3.44061450839846e-06,5.81632219953807e-06,4.42246601208571e-05,3.4428299686128e-05,5.05689098958093e-05,3.54273577541362e-05,3.070177574305e-05,7.32609292345446e-05,-1.111590367,0.118688472,0.925591463,Not Significant,,,
16426,6.65443975605873e-05,1.42102120538142e-05,3.12080118686655e-05,5.25937778510083e-06,4.5365711960338e-06,4.22578601883688e-05,4.60137582481476e-05,3.61981802358626e-05,-0.138198954,0.864891169,0.063038537,Not Significant,,,
16468,1.80564991895929e-05,1.50893897153011e-05,1.12243233230425e-05,1.54893477415922e-05,1.50524100006364e-05,6.15331889533097e-06,1.44734396056801e-05,1.31041578260776e-05,0.295193541,0.314259718,0.502711283,Not Significant,,,
16429,6.55026958114479e-06,2.21712553206847e-06,6.21848968171091e-06,1.0677437321651e-05,6.63928353357745e-06,2.80026733587194e-06,2.90132213030689e-06,7.58418578186283e-06,0.365123959,0.528159991,0.2772345,Not Significant,,,
16492,6.62501990882455e-06,7.53450366067549e-06,4.98457982516264e-06,9.19892406354799e-06,1.34844668871697e-05,8.86444206027839e-06,4.91860325845487e-06,1.3582819892963e-05,-0.527353939,0.237731321,0.623913596,Not Significant,,,
16363,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16398,8.18602257792769e-05,4.53452345753103e-05,7.94697099159094e-05,0.000100538,7.85789893975218e-05,1.64910519025497e-06,4.94936991284593e-05,3.7870413800659e-05,0.874284996,0.130594861,0.884073911,Not Significant,,,
16378,8.80134394037188e-06,6.12420001942488e-06,1.02039346144092e-05,1.55610203946017e-05,1.129878959367e-05,1.5707147087971e-06,7.28623539467261e-06,5.77080839299789e-06,0.650261836,0.239247076,0.621153361,Not Significant,,,
16400,0.000143605,7.9162544641103e-05,9.1974283286252e-06,0.000207169,0.000145898,8.56233884865826e-05,0.00010707,3.44641418786538e-05,0.235270755,0.747968086,0.126116932,Not Significant,,,
16367,3.32080562662173e-05,1.96869123000023e-05,2.44601277574329e-05,4.85965411882929e-05,3.24107004672808e-05,2.47453266291735e-07,1.97786877931552e-05,6.49316255761919e-06,1.095795608,0.131388186,0.881443682,Not Significant,,,
16416,0.000135352,0.000145753,0.000161735,0.000188928,0.000179473,0.000131667,0.0001433,0.000151633,0.059903291,0.69289628,0.15933177,Not Significant,,,
16402,9.17127249384141e-05,6.48673206003146e-05,9.32991548034655e-05,0.00010972,9.57075904223083e-05,4.60698072097056e-05,6.14134170617058e-05,5.7651320135923e-05,0.46321288,0.132559451,0.877589302,Not Significant,,,
16433,2.45339139973788e-05,2.27914732219205e-05,2.45430325643077e-05,3.84011963527411e-05,3.00216836314469e-05,2.22181113829269e-05,2.21147824590159e-05,2.19167665761178e-05,0.195856986,0.439475929,0.357064907,Not Significant,,,
16406,0.000242524,0.000163123,0.000216031,0.000293492,0.000227322,0.00014539,0.00016413,0.000115793,0.487763401,0.118825105,0.925091793,Not Significant,,,
16425,0.000318561,0.000253208,0.000299607,0.000298907,0.000315645,0.000236722,0.000247942,0.000267509,0.132191674,0.296240688,0.528355292,Not Significant,,,
16422,0.003189647,0.002573842,0.002776321,0.003620397,0.00326021,0.002656871,0.002649254,0.002431767,0.144913216,0.36134494,0.442078023,Not Significant,,,
16388,0.00017522,9.25357229629681e-05,0.000151312,0.000247301,0.000182703,6.66553706306637e-05,0.000106366,3.83606896869954e-05,0.757813629,0.179517288,0.745893721,Not Significant,,,
16432,6.13892111928144e-05,5.6009172401446e-05,5.8942513531467e-05,6.93410718249332e-05,8.22144563972347e-05,4.39069929457858e-05,4.98393314355435e-05,6.11106364261858e-05,0.051470246,0.821976021,0.085140852,Not Significant,,,
16436,4.72767261354483e-05,4.29208685080958e-05,5.2198971374003e-05,6.15640444544709e-05,6.36872223546761e-05,3.70330635486404e-05,4.42173516270864e-05,4.69823011666334e-05,0.087785959,0.680179951,0.167376174,Not Significant,,,
16423,5.16866757056791e-05,5.03248485077595e-05,4.91944418155767e-05,8.00775888918415e-05,7.57875318874838e-05,4.51114326478925e-05,4.56471619807396e-05,5.36150573286925e-05,0.071102556,0.797004873,0.098539023,Not Significant,,,
16477,0.000478414,0.000383594,0.000592422,0.000626262,0.000381315,0.00048459,0.000525282,0.000502548,0.135828961,0.498832401,0.302045346,Not Significant,,,
16435,0.000203548,0.000177276,0.000190128,0.000263358,0.000254122,0.00014323,0.000161139,0.00017989,0.176218108,0.468918907,0.328902256,Not Significant,,,
16431,0.000230794,0.000246372,0.000313822,0.000206161,0.000382104,0.000181299,0.000304386,0.00031314,-0.244041227,0.382632586,0.417218048,Not Significant,,,
16390,5.08772279648056e-06,2.00710849264174e-06,6.10188092078634e-06,2.17238144206237e-06,1.88375677306137e-05,2.43468899695182e-06,1.13842681868885e-05,2.02916903745468e-05,-1.784549968,0.10252538,0.98916861,Not Significant,,,
16458,0.00028576,0.000251595,0.000359124,0.000238429,0.000455684,0.000236088,0.000305366,0.000270704,-0.159799614,0.576284163,0.239363315,Not Significant,,,
16463,7.16718886262616e-06,1.04207649965378e-05,4.41577490395764e-06,2.39539377668222e-06,1.04926241200528e-05,4.84828944047672e-06,5.42934200806809e-05,0.000100927,-2.805389453,0.200526958,0.697827234,Not Significant,,,
16501,5.45343048000479e-06,3.5813700837226e-07,2.58604506230574e-06,3.18334142793712e-07,2.93191015147408e-07,1.45220087406351e-06,4.80858507727083e-06,1.49649082097512e-06,0.114584757,0.918448889,0.036945007,Not Significant,,,
16456,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16441,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,1.12481968914384e-05,-3.314223173,0.397597647,0.400556195,Not Significant,,,
16467,8.744671726573e-05,7.73643858453565e-05,0.000102043,6.68629452384627e-05,0.000130623,7.58214173059371e-05,9.52245338907521e-05,0.000108256,-0.296734416,0.222262898,0.653133027,Not Significant,,,
16439,7.8895528938398e-06,4.68952609722035e-06,7.29203410716486e-06,2.51151146083527e-06,1.05753266186132e-05,7.23400059850494e-06,9.29732713848126e-06,1.50382848967275e-05,-0.912980188,0.057071993,1.243576964,Not Significant,,,
16447,0.000272844,0.000148949,0.000268332,0.000114619,0.000146943,0.000221064,0.000230626,0.000198484,0.013738418,0.967978096,0.01413447,Not Significant,,,
16504,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16487,0.001874758,0.001346768,0.001785215,0.000966325,0.001155788,0.001991069,0.001487273,0.001441669,-0.02460248,0.928108108,0.032401433,Not Significant,,,
16493,0.000175001,5.61728001740869e-05,0.000135881,5.22013011731937e-05,6.5688469640393e-05,0.00019776,0.000115978,8.72183824090435e-05,-0.154493201,0.786893823,0.104083864,Not Significant,,,
16662,8.01285473735398e-05,6.39564289642705e-05,8.14359780968453e-05,3.83032304164987e-05,3.92525841360272e-05,8.5321278437438e-05,6.41811045458653e-05,6.39027675732402e-05,0.062392477,0.846007662,0.072625704,Not Significant,,,
16570,2.17058812510197e-05,2.39352654385277e-05,2.84286587153719e-05,2.04327446830119e-05,4.37694450516975e-05,2.14506936848757e-05,2.62798704485469e-05,2.4254769849877e-05,-0.292646592,0.379950851,0.420272579,Not Significant,,,
16546,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16576,7.55065195533817e-06,3.5813700837226e-07,4.83246885903614e-06,3.18334142793712e-07,2.93191015147408e-07,2.20263231630161e-05,3.6297034000304e-06,2.85339529614753e-07,-1.006358613,0.584778278,0.233008768,Not Significant,,,
16556,0.000151003,0.000118532,9.19084304967923e-05,0.000124371,0.000112423,0.000161149,0.000194953,0.000206917,-0.475426547,0.112200715,0.950004374,Not Significant,,,
16517,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16524,0.000293103,0.00026162,0.000230127,0.000246697,0.000223159,0.000209566,0.000250391,0.000211715,0.205122413,0.086890348,1.061028463,Not Significant,,,
16682,6.30407774869896e-05,1.06098811287404e-05,4.35885263993941e-05,1.09778627953685e-05,3.62548860357156e-05,3.05449832542098e-05,3.73350241088314e-05,1.85570613144521e-05,0.063547446,0.924421935,0.034129758,Not Significant,,,
16534,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16575,1.00768878960229e-05,9.25518768269773e-06,5.61454482485946e-06,1.3137538376906e-05,1.48965956931171e-05,2.43276266009944e-06,7.64181239640376e-06,4.87140029935712e-06,0.351819195,0.538178888,0.269073343,Not Significant,,,
16538,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16551,7.87701371247351e-05,7.03339301792142e-05,7.43577062633665e-05,0.00013276,0.00019598,5.21399519612256e-05,7.4496575841485e-05,8.34299745279583e-05,-0.188869259,0.741599439,0.129830607,Not Significant,,,
16543,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16478,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16525,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16557,3.36211029247554e-05,1.14043364544126e-05,1.69231888689635e-05,9.8989439151966e-06,2.00542808671888e-06,1.95025776891043e-05,2.09910283440821e-05,1.39482209389289e-05,0.34803598,0.599899303,0.221921642,Not Significant,,,
16661,0.000123272,5.73294774691137e-05,0.000125733,3.55517944216065e-05,6.65371676144594e-05,0.00016851,0.000100709,8.03308167955493e-05,-0.283368666,0.585909957,0.232169121,Not Significant,,,
16519,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,1.62955424767124e-06,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,-0.988224135,0.450870939,0.345947756,Not Significant,,,
16526,3.41834008236107e-05,3.41320528066506e-05,4.19860750768582e-05,4.46022630784221e-05,6.7187502577896e-05,2.14444487458658e-05,3.6553869921521e-05,3.26210324862497e-05,-0.026787405,0.946926726,0.023683626,Not Significant,,,
16581,0.000111445,4.83656364418137e-05,7.27497680885252e-05,4.26183446638293e-05,3.74496355646648e-05,2.47453266291735e-07,7.62768266646075e-05,4.08365432407877e-05,0.829866121,0.221289721,0.655038759,Not Significant,,,
16630,5.70704081114235e-05,1.90255871816213e-05,5.61526925835248e-05,2.15690202550831e-05,2.72826623057277e-05,6.4463873494281e-05,5.62012190720768e-05,3.56897289723832e-05,-0.255638968,0.604400702,0.21867504,Not Significant,,,
16603,0.000108022,9.64084406445542e-05,7.16830690790187e-05,8.8773503123704e-05,9.18928281153542e-05,7.70464629190692e-05,8.86852468845851e-05,5.83428892940218e-05,0.207673963,0.298756258,0.524682989,Not Significant,,,
16653,2.91623741675233e-07,2.51704030123623e-06,5.28564166846515e-06,4.37267478477751e-06,4.66578767759209e-06,2.47453266291735e-07,1.69100082141922e-06,2.79411513282765e-06,0.407631627,0.614943884,0.211164514,Not Significant,,,
16482,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16679,0.000155793,8.52409433353309e-05,0.000152412,4.80442035264982e-05,0.000103374,0.000167963,0.000121292,0.000114227,-0.199194689,0.610890296,0.214036773,Not Significant,,,
16571,0.000420354,0.000315489,0.00028765,0.000400229,0.000314513,0.000272405,0.000283966,0.00013793,0.497007267,0.088181851,1.054620787,Not Significant,,,
16523,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.02601253924069e-06,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,-1.208948076,0.436670667,0.35984598,Not Significant,,,
16640,0.000115275,5.19788555868598e-05,7.94810638451265e-05,4.69213719871505e-05,6.85354341248556e-05,0.000103217,9.81303228856193e-05,8.71652316642069e-05,-0.281989444,0.411387858,0.385748531,Not Significant,,,
16552,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16696,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16561,1.44514362625917e-05,1.09933789496345e-05,1.3917913647837e-05,2.51355857276582e-05,2.47102364869619e-05,1.8335071472313e-05,2.21746605767718e-05,1.6741950237647e-05,-0.345692297,0.279786815,0.553172755,Not Significant,,,
16586,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16738,0.001380273,0.000592303,0.000897427,0.000535264,0.000596794,0.001403244,2.35805769799878e-07,0.001301388,0.044575571,0.948517166,0.022954805,Not Significant,,,
16628,2.91623741675233e-07,2.79146686791999e-06,1.74405858391218e-06,2.67110758522371e-06,4.65469927055475e-06,1.05246421650304e-05,2.35805769799878e-07,2.85339529614753e-07,-1.066182148,0.466444571,0.331199957,Not Significant,,,
16634,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16681,0.000125137,1.52574753512305e-05,8.46429086064842e-05,3.872198501932e-05,4.42114150759262e-05,0.000115381,9.99447614084194e-05,7.78953137554142e-05,-0.355376552,0.55161005,0.25836783,Not Significant,,,
16599,1.53175485429551e-06,4.98689809362867e-06,3.00634671519076e-06,3.18334142793712e-07,2.15563022955655e-06,3.47076117107718e-06,2.35805769799878e-07,6.27197936855782e-06,-0.301857281,0.73605468,0.133089922,Not Significant,,,
16649,1.31756732054189e-05,4.53363565473659e-06,1.0912068089801e-05,7.18463824717554e-06,8.85815699398955e-06,7.36046593152871e-06,7.50233638627463e-06,3.43245745554864e-06,0.399068225,0.380773514,0.419333268,Not Significant,,,
16764,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16619,1.37178938329011e-05,3.95682490138128e-06,1.01391263864374e-05,1.83375810513342e-06,2.93191015147408e-07,4.9256704645531e-06,3.3417447370252e-06,2.85339529614753e-07,1.74482718,0.15490422,0.80993675,Not Significant,,,
16553,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16609,2.85159709583277e-05,4.79701683626477e-06,2.79972315848873e-05,8.86895397011374e-06,2.93191015147408e-07,1.33486189968414e-05,1.71787337105392e-05,1.71985885982071e-05,0.547433619,0.487989215,0.311589776,Not Significant,,,
16613,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16614,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
16677,2.91623741675233e-07,3.5813700837226e-07,2.40808917350663e-07,3.18334142793712e-07,2.93191015147408e-07,2.47453266291735e-07,2.35805769799878e-07,2.85339529614753e-07,0.187201567,0.253612969,0.595828541,Not Significant,,,
