"featureID","mz","retention_time","4132_1A_80MeOH_NdCL3.mzML","4132_2A_80MeOH_NdCL3.mzML","4132_3A_80MeOH_NdCL3.mzML","4132_4A_80MeOH_NdCL3.mzML","4132_S1_1D_80MeOH.mzML","4132_S2_2D_80MeOH.mzML","4132_S3_3D_80MeOH.mzML","4132_WT_S10_1D_80MeOH.mzML","4132_WT_S11_2D_80MeOH.mzML","4132_WT_S12_3D_80MeOH.mzML","4133_1A_80MeOH_NdCl3.mzML","4133_2A_80MeOH_NdCl3.mzML","4133_3A_80MeOH_NdCl3_.mzML","4133_4A_80MeOH_NdCl3_.mzML","4133_S4_1D_80MeOH.mzML","4133_S5_2D_80MeOH.mzML","4133_S6_3D_80MeOH.mzML","4133_WT_S13_1D_80MeOH.mzML","4133_WT_S14_2D_80MeOH.mzML","4133_WT_S15_3D_80MeOH.mzML","4134_1A_80MeOH_Nd2O3.mzML","4134_1A_80MeOH_NdCl3.mzML","4134_2A_80MeOH_Nd2O3.mzML","4134_2A_80MeOH_NdCl3.mzML","4134_3A_80MeOH_Nd2O3.mzML","4134_3A_80MeOH_NdCl3.mzML","4134_4A_80MeOH_Nd2O3.mzML","4134_4A_80MeOH_NdCl3.mzML","4135_1A_80MeOH_Nd2O3.mzML","4135_1B_80MeOH.mzML","4135_2A_80MeOH_Nd2O3.mzML","4135_2B_80MeOH.mzML","4135_3A_80MeOH_Nd2O3.mzML","4135_3B_80MeOH.mzML","4135_4A_80MeOH_Nd2O3.mzML","4135_4B_80MeOH.mzML","4136_1A_80MeOH_Nd2O3_dil.mzML","4136_1C_80MeOH.mzML","4136_2A_80MeOH_Nd2O3_dil.mzML","4136_2C_80MeOH.mzML","4136_3A_80MeOH_Nd2O3_dil.mzML","4136_3C_80MeOH.mzML","4136_4A_80MeOH_Nd2O3_dil.mzML","4136_4C_80MeOH.mzML","4137_1E_80.mzML","4137_2E_80.mzML","4137_3E_80.mzML","4137_4E_80.mzML","4138_1B_80MeOH.mzML","4138_1E_80.mzML","4138_2B_80MeOH.mzML","4138_2E_80.mzML","4138_3B_80MeOH.mzML","4138_3E_80.mzML","4138_4B_80MeOH.mzML","4138_4E_80.mzML","4138_S16_1D_80MeOH_dil.mzML","4138_S18_3D_80MeOH_dil.mzML","4138_S7_1D_80MeOH_dil.mzML","4138_S8_2D_80MeOH_dil.mzML","5051_pellet_80_1.mzML","5051_pellet_80_2.mzML","5051_pellet_80_3.mzML","5051_pellet_80_4.mzML","5051_super_80_1.mzML","5051_super_80_2.mzML","5051_super_80_3.mzML","5051_super_80_4.mzML","mxaF_1B_80MeOH.mzML","mxaF_2B_80MeOH.mzML","mxaF_3B_80MeOH.mzML","mxaF_4B_80MeOH.mzML"
2826,602.265,1.675,921516.7,505035.56,624890.44,249529.47,148654.33,171887.77,112216.65,226095.5,242108.34,282792.28,492745.44,490490.6,441799.16,345004.75,139932.3,127063.86,110218.21,0,109629.85,13208.449,327090.78,314106.44,395096.8,282354.06,891867.7,120561.664,390152.25,310010.9,384465.25,0,339845.7,174942.36,255922.25,0,251881.52,0,0,0,2578.8499,0,7618.6943,0,0,126729.266,0,3788.5005,8493.293,0,0,0,0,0,115932.35,44266.78,0,0,0,0,0,0,0,0,0,0,150912.88,121029.43,160496.72,175076.36,144747.39,169511.25,0,0
2962,179.07,1.676,450974.34,507202.72,521916.88,456796.28,956993.75,975913.5,744299.9,660423.56,269609.44,549852.5,613701.1,535421.06,611866.7,567495.8,618549.44,494852.94,297192.28,451674.3,495003.28,182896.42,369807.94,410187.84,206078.53,436549.47,287709.9,346068.66,255157.14,565330.4,271469.16,115840.266,382321.5,100025.32,300109.22,75349.7,458749.8,81475.29,13617.849,137378.3,7383.3564,135820.12,6957.1577,109708.67,7390.169,57687.715,11532.496,92732.836,144464.28,19597.2,83276.445,16031.411,193866.81,12824.816,58487.188,142668.83,114476.72,9866.536,2274.453,4520.7075,0,0,26667.184,51183.22,29403.36,45867.668,61250.785,35568.457,78276.43,58564.254,193038.95,189040.4,131296.05,144585.72
2843,748.323,1.677,838449,639166.5,479768.47,569028.8,138771.42,231046.53,131852.2,754275.56,335020.3,329849.22,623434.06,518367.12,518254.06,858688.94,163412.95,189499.66,28329.725,0,106577.34,13871.194,382373.7,402145.78,316906,216315.56,772083.94,0,615318.7,259835.28,271149.78,154269.8,388767.56,0,237767.75,97864.625,258897.58,0,0,179771.44,0,0,8911.942,63269.97,0,115804.64,0,3748.416,19300.18,0,0,0,0,0,99386.02,56083.824,0,0,0,0,0,0,0,0,0,0,134278.39,110060.64,270447.9,151111.78,133594,149488.28,0,165523.16
2973,161.046,1.678,92825.66,60621.336,66015.53,99216.12,119693.484,121939.47,82081.81,56330.33,24439,59192.137,78959.02,53824.367,85237.24,64642.137,73824.63,49063.46,34254.555,43608.78,57299.79,26666.527,34327.47,45218.227,15059.115,54328.98,24951.541,40982.41,19707.076,76475.234,23507.459,12352.598,40386.227,8744.493,27877.191,4153.1074,59267.348,4144.9136,0,13697.5,0,10368.403,0,11133.205,0,5255.916,0,12117.306,17017.422,1377.9152,7720.377,1441.3939,10556.55,875.3159,3233.1592,14951.305,14439.17,0,0,0,0,0,1633.6228,5229.6665,3381.8708,7204.1787,3859.175,1885.2373,6448.938,5608.077,17490.756,22191.193,11197.977,17287.666
3052,207.08,1.68,0,0,1144.9219,0,63242.383,43570.375,24143.76,0,0,0,0,0,0,0,39895.766,142923.52,31889.896,197643.7,114244.055,155792.31,0,4530.3955,2331.6445,1144.0071,0,4940.692,4445.079,0,5706.483,0,1238.7415,2133.8523,6897.3105,0,5730.6665,1063.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3222.8188,0,0,0,5984.892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2298.6748,0,1496.4633
2958,178.072,1.681,23905138,21744894,27849512,24502552,49571364,50528700,35265304,25699310,13798520,27494660,27608094,22551778,29586336,27263918,32641500,26236320,18209528,18985692,28791010,10978828,18622386,18911220,6687899,23103558,10519071,17943922,9420698,31705750,11195441,7262208,19076760,6003896,13294140,3943933.5,26224682,4307180,985078.6,6956458,644048.1,5719686.5,571914,5593343.5,582912.3,2571948.8,719677.6,5201450,8631212,22798.854,4695617,944493.8,6011969,962164.06,3208349.2,7545095,7919021.5,709639.9,144590.56,366277.88,0,0,1641661,3027596.5,1814332.8,3233088.2,2396975.2,1702205.1,3441750.5,2609178.8,8777049,9831342,5332034.5,8083114.5
2983,908.362,1.681,85292.28,66111.22,63219.508,83584.97,126747.79,142632.72,74333.04,59363.336,24193.113,68921.7,69459.734,57670.543,72701.31,73326.914,76666.35,62321.574,20337.41,41203.074,65297.62,8328.521,36870.617,36966.465,11368.635,47707.137,21940.32,34972.273,17883.152,84021.516,19514.229,4429.2437,39695.94,4276.6904,25679.709,1234.4524,59942.023,1355.4905,0,9611.15,0,2348.0664,0,4137.517,0,3664.5483,0,0,3070.031,0,1130.531,0,5293.2437,0,0,8953.117,4560.533,0,0,0,0,0,0,0,0,0,0,1204.6183,2353.4702,2603.7842,8299.754,16468.22,1338.1582,9586.999
3017,1054.419,1.682,48754.254,39702.918,42527.516,49137.812,94237.94,93368.68,50202.484,37934.773,17026.408,46434.1,44376.23,34605.184,41285.086,43547.65,57524.63,44896.652,17117.482,31348.53,54152.61,6929.022,31951.824,24282.348,5903.6816,34477.81,13335.836,23069.863,10248.834,58065.344,12195.204,5699.9717,29132.428,2336.9578,14417.734,0,40268.375,0,0,2351.0098,0,1757.8005,0,4072.1553,0,0,0,1137.0493,2969.4307,0,1330.7725,0,1166.6709,0,0,9633.258,3566.8672,0,0,0,0,0,0,0,0,0,0,0,2311.996,2095.3438,6759.0054,9636.123,1311.3569,6052.482
2794,495.186,1.682,259250.5,192354.77,283183.22,230036.67,116372.766,126769.55,160314.22,210311.23,208928.06,243732.23,239315.05,295571.6,194441.75,246686.02,126358.11,125731.89,69146.74,79817.36,87470.58,13243.533,225692.28,175308.84,229469.44,188771.45,246033.6,182955.84,218799.84,198219.94,195398.28,85452.95,232618.44,82226.12,202470.75,55237.41,174812.73,71706.86,4320.6484,131354.33,0,0,3466.8862,0,7066.5757,67127.414,0,5679.0903,10168.298,0,0,0,61954.836,0,0,11041.987,0,0,0,0,0,0,0,0,0,0,64352.14,45821.793,65019.96,53076.05,69980.22,0,0,0
2989,762.303,1.683,110395.484,88326.266,103097.09,120714.32,146725.47,178746.83,99138.54,70474.94,31086.012,75444.12,108035.96,84888.18,107963.6,106177.32,83924.26,71752.38,23227.305,42695.27,76638.27,10449.978,46409.04,54978.37,20732.477,61509.633,25762.652,18484.793,22417.926,117827.26,28547.967,6578.034,53639.477,7020.327,31881.727,0,76719.42,1465.4673,0,10787.463,0,5451.868,0,4234.8047,0,1670.1631,0,0,2901.9446,0,1230.7283,0,2235.483,0,0,8388.234,5476.081,0,0,0,0,0,0,0,0,0,1629.7218,0,4346.3496,3040.7354,9691.678,14566.453,3889.822,12486.537
2944,679.376,1.684,0,0,0,0,29530.246,1393.9402,45010.234,0,0,1327.9167,0,0,0,4756.378,22153.191,17667.238,54669.625,12144.9,7103.039,68306.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2848,310.149,1.684,16208.735,41359.004,32172.227,36610.3,3363.9321,7545.135,5784.2026,19930.047,5428.3525,22295.32,26954.658,41517.55,18930.236,13145.328,4939.1816,6687.528,5015.166,1082.0544,1852.6409,2913.4355,12226.698,13758.651,20415.076,6911.424,25694.186,10579.573,21955.441,16029.777,14692.332,0,12818.141,0,17956.766,0,14318.268,4193.747,0,0,0,14927.226,0,3732.0093,0,5862.769,0,0,1269.5786,0,4482.4966,0,0,0,0,3254.2031,0,0,0,0,0,0,0,0,0,0,7666.2354,5543.548,11983.648,9115.825,0,7023.767,1473.8796,1228.9258
2979,397.2,1.685,0,0,0,0,106952.11,118936.55,93010.37,1205.0166,0,1140.19,0,0,0,0,171045.61,267931.7,213380.81,135192.75,101213.945,107177.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23134.646,10192.115,10911.195,13485.783,2438.9368,2853.5664,1515.794,5517.055
2863,589.21,1.687,6099.2544,8386.236,7719.2354,6532.716,0,2409.7068,1542.6681,4478.1436,8638.543,7759.884,8825.319,6430.976,4566.7373,8583.532,0,0,0,0,0,0,5261.6484,3225.2861,10400.795,5344.17,5029.4336,0,8097.2925,2602.6333,5936.942,0,4865.0415,1866.0312,3790.9968,1601.0417,3024.3235,0,0,3093.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186.8247,0,0
2845,439.181,1.687,260632.42,343727.44,183847.62,166867.66,93394.984,153416.25,81111.36,202635.3,201810.5,199402.36,230757.2,305611.34,269647.62,185316.36,116359.3,131889.72,0,77922.375,82272.5,12558.412,245298.75,203033.27,236349.06,171487.83,266043.6,186571.69,213208.23,137145.34,226590.72,88682.24,257749.1,0,191548.77,72892.016,143964.25,0,6579.5576,131014.734,0,71406.9,3422.6262,108963.516,3704.6304,68798.77,0,3279.6426,11886.908,0,47525.902,0,0,0,48736.434,30924.793,0,0,0,0,0,0,0,0,0,0,69740.15,52617.21,75437.95,72399.63,75280.07,83282.61,34382.035,90814.484
2801,584.255,1.687,16439.422,69416.56,39656.21,59019.152,7706.9756,16914.936,6776.7803,22265.69,35173.51,35332.453,51218.797,62678.56,43567.508,44134.758,8606.703,7406.538,0,4741.6094,5980.3955,0,24848.895,22156.281,11284.898,30458.418,43886.65,39926.703,36468.062,39473.09,16990.14,6952.5,19663.467,0,10513.049,3094.308,14425.675,0,0,4334.448,0,4569.576,0,3597.6655,0,6767.5024,0,0,0,0,0,0,0,0,1221.6108,0,0,0,0,0,0,0,0,0,0,0,5137.7104,0,3200.747,5688.3276,4432.4067,6806.9644,0,10123.8955
3020,452.189,1.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188.6936,0,0,0,1520.9011,0,1410.502,0,5821.056,5132.642,2146.015,0,3008.9194,0,0,0,13801.326,0,0,0,0,0,0,46853.867,63811.234,55390.703,84632.92,0,0,0,0,0,0,0,0
3170,282.12,1.695,84512.49,72027.45,118520.195,74771.13,537539.7,312539.38,430666.53,147696.75,180856.73,241759.31,70265.4,83462.195,96093.31,143846.36,407274.06,660767.7,580370.44,180461.69,148963.42,200128.39,304178.12,203070.47,179697.44,277127.9,227490.89,293077.06,168054.03,336498.84,209182.72,406925.4,218822.4,479799.3,201533.98,348747.22,272370.44,406167.78,53866.58,479241.38,47924.2,385533.88,64213.945,407682.06,62289.906,379284.78,45757.223,422477.62,539878.25,92334.03,283071.62,145698.23,483594.7,217868.53,271974.7,1370661.2,333845.25,122862.15,8072.2964,12209.216,0,0,0,2424.4753,2028.9968,2850.5796,261739.3,115592.03,252350.89,205487.62,680326.1,396325.25,448374.6,81825.85
3037,314.153,1.696,43650.465,51572.918,82806.87,45616.24,0,0,0,74851.375,118775.03,139371.61,23496.371,24846.691,12716.122,20627.281,0,0,0,22274.824,0,3645.6821,8399.166,7421.7134,23469.443,21755.611,6259.2725,1407.0527,10638.734,4013.9797,21714.822,1875.0754,35611.2,6047.86,5119.2383,1651.4152,5864.177,2312.38,0,3880.0657,0,4118.0146,0,17440.723,0,2082.6282,1894.0862,12310.613,20326.172,3418.2705,19971.586,1722.8492,8917.115,1529.8792,15731.627,45337.305,18848.527,3387.559,0,0,0,0,0,0,0,0,0,0,0,0,15875.29,18304.123,15241.796,12605.883
3048,270.163,1.699,56915.176,65036.305,102706.98,55318.117,0,0,0,90273.05,117420.55,143787.36,33817.844,43957.723,19307.91,29904.188,0,0,0,18083.928,21557.451,3651.275,6691.75,6214.183,28470.854,25950.33,6892.6255,1550.3914,15177.59,3693.753,24059.396,0,44909.83,4983.4204,3754.733,0,7367.665,1966.671,0,1340.624,0,2066.1887,0,13235.491,0,2892.3938,1634.2726,9241.469,14309.4375,1516.9192,14662.792,0,3716.4775,1115.2051,9826.621,31533.535,12279.683,2393.7703,0,0,0,0,0,0,0,0,0,0,0,0,12642.913,16922.523,9327.953,8220.872
2998,458.232,1.7,41056.742,46732.707,33710.95,39800.68,1319.9972,2665.97,0,61526.76,46172.055,39386.86,50093.016,42111.7,130768.27,77443.15,0,0,0,36151.79,63394.453,30704.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254.8359,0,0,0,0,0,0,0,0,0,1530.599,18492.285,19125.852,7710.1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71546.7,51481.406,16873.691,45796.74
2926,221.081,1.701,398564.62,373145.3,246047.16,249089.53,121603.32,216442.81,118455.2,243390.9,275937.78,311517,302315.94,428546.53,238737.14,263572.62,123351,142849.31,0,45934.89,132001.3,81961.03,249304.7,233579.34,348963.25,215167.64,357091.6,233886.03,278581.94,309384.6,369280.7,0,153772.94,0,313578.53,0,189674.75,119535.75,0,204105.97,1252.1704,176631.11,10547.253,139731.8,14961.588,90756.04,0,9138.197,46482.39,0,0,5945.3506,27964.469,0,68405.86,43378.94,0,0,0,0,0,0,0,0,0,0,96275.414,63648.87,94150.586,89251.57,115353.41,138801.86,72430.414,0
3099,382.147,1.705,0,0,0,0,3700.418,0,0,1477.5132,0,0,0,0,0,0,0,0,10830.114,6446.2344,0,4460.0703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3886.8237,6354.8354,0,22894.701,3744.9001,16352.443,0,7335.636,0,1231.3876,39232.676,36401.2,20363.041,10979.977,27956.596,0,16479.48,0,47449.453,0,14110.95,0,0,0,0,46878.746,69482.11,58804.36,87541.695,1817.6602,0,0,0,24003.385,0,2871.3335,0
2929,403.16,1.707,393521.6,433621.56,422533.03,401322.8,153040.97,197649.22,258085.97,543433.4,535082.25,622871.06,510485,727603.8,686768.5,599348.94,298089.94,356295.75,186460.5,168968.77,205156.06,128240.69,431144.53,468158.78,586084.3,382546.94,594281.8,407219.1,466100.72,532265.75,602899.1,187320,601388.9,0,512148.66,0,325567.5,199823.66,0,334850.94,11003.476,0,16994.525,225638.1,25277.055,148035.58,0,6559.1504,72594.33,0,0,0,0,0,111238.08,68633.11,0,0,0,0,0,0,0,0,0,0,171917.53,106594.03,165267.6,154973.3,187143.73,0,116508.5,30216.115
3070,452.746,1.708,0,0,0,0,0,0,0,0,0,1395.556,0,0,0,0,0,0,0,0,0,0,40106.188,117677.086,33924.99,43488.816,20326.406,121466.76,47603.188,56564.617,50306.14,0,39888.344,0,123840.41,0,70855.336,0,11767.822,0,11134.378,0,14305.065,0,12730.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3041,894.381,1.712,103708.22,118245.516,142975,149095.81,76333.32,141568.86,121151.42,247602.56,253264.34,138974.92,139583.38,212323.83,165903.4,129114.266,62899.67,166756.67,103327,85821.45,84778.62,103315.83,214266.11,231929.23,173772.02,244899.98,262986.8,71828.125,169381.84,152024.31,222302.05,88326.75,171797.5,123772.47,56344.14,130424.81,170046.8,157087.4,27206.398,152067.5,2004.8271,158328.88,13937.947,148327.39,19175.182,116017.836,0,26081.83,50713.523,0,0,12383.426,0,0,68946.266,70281.52,117806.34,0,0,0,0,0,0,0,0,0,58700.094,106907.734,111518.97,183364.73,122470.02,133279.94,89034.47,171522.53
3068,519.22,1.714,1749.5348,4262.996,4266.289,3115.5447,0,0,0,6632.851,9895.802,7803.964,4787.324,3077.8203,3591.3787,3158.0112,0,0,0,21726.19,14721.494,4403.3687,0,0,2956.5078,0,0,0,1667.664,0,0,7301.668,0,0,0,0,19004.977,0,53284.73,0,48204.934,0,24609.578,0,31564.93,0,0,0,0,0,0,0,4246.8965,0,0,0,0,0,0,0,0,0,3728.6802,9709.254,3548.5798,5960.227,11134.469,0,0,0,0,0,0,0
3059,541.202,1.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28729.84,0,54618.625,0,18927.148,0,23809.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2335.8699,6197.326,2655.3374,4801.4756,0,0,0,0,0,0,0,0
3144,293.153,1.724,0,0,0,0,8141.077,0,19734.172,4243.0806,0,1298.5059,0,4341.4565,0,0,129099.04,0,0,1689271,1063536.4,19096.09,0,0,0,0,0,5041.9043,45416.133,0,0,0,0,1178.6423,60783.72,4015.339,0,9716.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24474.357,0,3677.3171,0,37199.13,0,0,0,0,0,0,0,0,0,0,0,0,0,11721.525,29305.518,4226.1895,0
3083,439.211,1.725,0,0,0,0,176463.05,104700.08,98649.75,0,0,0,0,0,0,0,108887.445,466312.16,126526.66,69609.81,14963.495,51570.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4184.731,4229.0327,0,5989.376
3098,412.244,1.73,0,0,0,0,120074.37,132932.16,64936.594,0,1335.3301,1622.3723,0,0,0,0,83451.734,125655.555,97000.06,4142.4644,2389.273,1480.3948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3154,672.561,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2913.711,0,3531.525,0,2858.0012,110080.625,0,71491.83,0,29109.805,1203.7937,49921.062,0,0,0,0,0,1171.707,0,0,0,3744.8806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1368.5673,0,2462.2925,0
3122,278.132,1.733,3044.0315,1593.4138,9202.851,8935.366,0,0,0,10195.968,6980.427,27514.658,3434.3882,2650.215,2786.3682,5273.629,0,0,0,75311.92,34907.83,38253.92,1519.313,1373.4539,0,6569.1914,0,0,2366.4624,5777.924,0,0,0,0,1317.8192,0,0,0,0,1663.2397,0,2901.0283,0,1130.0386,0,1414.7979,2916.7437,24443.71,23826.7,6572.9604,1706.7102,1716.9365,0,1494.0873,0,36624.914,1643.3165,3815.2783,0,0,0,0,0,1371.2323,1247.6099,1508.439,0,0,0,0,0,0,0,0
3132,209.129,1.734,7249.2656,6787.347,8967.857,6060.42,0,0,1209.444,24680.955,38833.49,38159.36,0,0,0,0,0,0,0,15173.125,6708.013,13488.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27689.758,0,26644.828,0,29816.836,0,40328.37,0,1288.977,8527.044,15048.566,1660.5659,0,0,3747.2988,0,0,21411.723,0,1699.8457,0,1097.4178,0,0,0,0,0,0,15444.457,7392.488,12129.057,8621.597,3714.901,1762.6511,1545.4933,0
3136,562.284,1.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27280.562,0,0,0,12591.5625,0,30875.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3135,404.287,1.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40671.63,0,6033.545,0,20786.377,0,45583.14,0,0,0,2311.8086,0,0,0,0,0,0,0,0,0,1015.2871,5589.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3114,270.655,1.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192760.52,0,34874.742,0,97913.05,0,206325.89,0,0,0,0,0,0,0,0,0,0,0,0,0,9772.003,33543.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,274.091,1.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168.5989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13165.841,0,10712.282,0,9242.352,0,18490.625,0,0,0,0,0,0,0,0,0,0,0,0,0,1575.8094,2931.8555,0,0,0,0,0,0,3965.3784,12376.711,13774.417,7258.8926,0,0,0,0
3138,252.109,1.738,907920.9,1075801.9,1481658.8,2126915.5,98463.27,93468.74,125169.89,2334382.8,4024887.8,3769204.8,3988127.8,871473.6,1763851.5,2017302.8,72110.68,99005.2,264730.06,1055970.5,1407852.9,553837.3,4150.291,1814.1677,1829.2217,2017.2893,4088.106,5236.2305,3526.8708,6002.5913,5955.623,7401.2896,4765.545,4936.9355,4556.677,5223.932,16591.111,7073.267,2015660,26860.299,1406074.9,18926.76,969881.4,10450.945,1751634.5,31139.836,2475.4766,39321.645,90103.72,6402.673,7207.607,2691.9028,17585.443,2714.701,16399.424,44880.89,11036.945,0,619357.6,969788.5,0,0,37225,60827.21,90488.234,62218.88,6383777,6109453.5,13039359,7709927.5,118716.305,92921.66,109273.41,57067.484
3137,423.216,1.738,30560.873,11819.962,7842.438,11783.518,153470.89,149179.72,142236.38,39758.508,63557.426,51543.734,8427.733,24167.467,10663.908,11206.617,219628.17,414507.53,303125.66,328262.06,205433.77,265690.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426.3077,0,0,52609.344,38030.99,72444.15,56823.29,12513.161,8236.038,13691.737,8767.997
3087,1040.439,1.74,90255.67,97188.97,55112.023,63344.133,55736.867,51340.586,94283.914,58792.773,153537.64,74521.49,46680.184,77759.83,48854.48,61517.06,62656.61,76599.086,64574.23,40841.613,76201.22,71796.625,94508.72,36956.27,68240.484,95938.734,138569.05,114627.59,95359.77,102067.45,92036.9,54633.34,88836.23,66074.41,57568.574,66637.914,69493.89,28381.543,19457.81,109661.875,0,82493.62,8609.5205,109466.69,12896.23,48403.3,0,22562,46651.695,0,97842.73,7469.439,56911.883,0,38721.438,38194.164,103266.836,0,0,0,0,0,0,0,0,0,31658,85560.69,60571.387,83844.88,85721.61,80727.38,52411.016,114405.53
3111,155.118,1.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631.2976,0,8252.2705,0,0,0,0,0,0,0,0,0,6219.493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9221.55,5877.5083,11228.516,0,69631.22,2432.6948,7209.5176,0,0,0,0,0,0,0,0,0,0,3132.69,0,8189.8804,0,0,0
3133,540.303,1.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140833.9,0,11595.6455,0,56658.97,0,117073.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4239.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3166,227.139,1.748,0,0,0,0,0,0,1260.0374,0,0,0,0,0,0,0,0,0,0,0,2482.7227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15209.603,21872.404,30926.365,21770.303,0,0,0,0,0,0,0,0
3147,166.072,1.748,17196.387,23110.648,23514.957,17060.938,179582.25,149041.5,139964.97,50621.895,60147.9,62994.215,16109.072,24880.643,25784.41,42185.68,113471.58,223890.6,184168.31,77881.2,76889.625,107731.7,64474.27,53029.746,50929.297,120825.25,52735.934,72219.445,124391.3,108615.805,67722.25,114531.266,67421.34,119642.34,49286.9,79920.8,73424.97,132037.33,22662.861,161063.62,25279.316,109433.94,16524.715,99630.55,22459.863,100640.94,10332.426,88827.2,149581.5,18106.426,71469.69,46576.793,161524.12,57439.39,73260.21,9508.186,102053.39,26246.92,4979.287,8323.546,0,0,5894.2046,5323.747,10231.372,9975.365,22309.14,11394.59,19778.652,20241.42,160077.67,94584.93,125116.47,56363.105
3172,315.221,1.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45151.85,34673.555,9436.315,34767.992,6854.7827,21109.521,10742.068,85154.9,205816.75,1896.8108,19608.75,2051.8843,92902.695,3610.578,4813.711,11076.577,9932.678,0,31914.277,0,2892.4675,0,9957.108,0,0,0,0,0,1209.0841,0,3421.6494,0,0,4991.036,4759.74,3152.0154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3157,474.218,1.754,39651.453,32308.168,30970.941,26768.893,55246.69,53050.676,68237.516,67827.07,156723.67,121532.414,30447.479,56944.848,25224.16,50353.54,68319.375,89633.14,64961.098,67293.016,12578.837,41625.598,130633.336,51801.953,174109.8,112322.54,150813.88,143810.39,54416.71,43417.727,134311.34,68017.25,145195.03,61726.38,114115.016,58572.766,45753.332,62170.477,2744.146,96616.06,0,78083.9,0,74613.34,0,49135.594,0,3462.0894,13477.9795,0,47514.773,0,54236.848,0,40513.258,12271.344,55773.97,0,0,0,0,0,0,0,0,0,43817.742,28047.188,29382.11,44952.316,47394.008,68292.37,31370.398,61782.203
