ID1,ID2,EdgeType,Score,Annotation
633,735,MS1 annotation,9,[M+H-H2O]+ [2M+H-H2O]+ dm/z=292.11561
633,824,MS1 annotation,9,[M+Na]+ [2M+H-H2O]+ dm/z=252.12343
633,668,MS1 annotation,9,[2M+H]+ [2M+H-H2O]+ dm/z=18.01058
633,810,MS1 annotation,9,[2M+K]+ [2M+H-H2O]+ dm/z=55.9665
633,738,MS1 annotation,9,[M+H]+ [2M+H-H2O]+ dm/z=274.1051
633,730,MS1 annotation,9,[2M+NH4]+ [2M+H-H2O]+ dm/z=35.03716
633,790,MS1 annotation,9,[M+NH4]+ [2M+H-H2O]+ dm/z=257.07864
636,821,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.98296
636,746,MS1 annotation,3,[M+NH4]+ [M+H]+ dm/z=17.02748
636,672,MS1 annotation,3,[M+NH4]+ [M+H-H2O]+ dm/z=35.03786
636,817,MS1 annotation,3,[M+Na]+ [M+H-H2O]+ dm/z=39.99316
644,667,MS1 annotation,3,[M+H]+ [M+NH4]+ dm/z=17.02653
644,649,MS1 annotation,3,[M+H-H2O]+ [M+NH4]+ dm/z=35.03683
649,667,MS1 annotation,3,[M+H]+ [M+H-H2O]+ dm/z=18.0103
659,755,MS1 annotation,9,[2M+NH4]+ [2M+H]+ dm/z=17.02695
659,689,MS1 annotation,9,[M+Na]+ [2M+H]+ dm/z=416.19128
659,806,MS1 annotation,9,[2M+Na]+ [2M+H]+ dm/z=21.98225
659,666,MS1 annotation,9,[M+H]+ [2M+H]+ dm/z=438.17311
659,747,MS1 annotation,9,[M+NH4]+ [2M+H]+ dm/z=421.14661
659,703,MS1 annotation,9,[M+H-H2O]+ [2M+H]+ dm/z=456.18386
659,808,MS1 annotation,9,[M+K]+ [2M+H]+ dm/z=400.21718
659,820,MS1 annotation,9,[2M+H-H2O]+ [2M+H]+ dm/z=18.01094
660,724,MS1 annotation,8,[M+Na]+ [2M+NH4]+ dm/z=725.33442
660,673,MS1 annotation,8,[M+H]+ [2M+NH4]+ dm/z=747.31605
660,729,MS1 annotation,8,[2M+H]+ [2M+NH4]+ dm/z=17.02698
660,695,MS1 annotation,8,[M+H-H2O]+ [2M+NH4]+ dm/z=765.32675
660,754,MS1 annotation,8,[M+NH4]+ [2M+NH4]+ dm/z=730.28968
660,751,MS1 annotation,8,[2M+Na]+ [2M+NH4]+ dm/z=4.95547
663,734,MS1 annotation,2,[M+H]+ [M+NH4]+ dm/z=17.02663
666,755,MS1 annotation,9,[2M+NH4]+ [M+H]+ dm/z=455.20005
666,689,MS1 annotation,9,[M+Na]+ [M+H]+ dm/z=21.98183
666,806,MS1 annotation,9,[2M+Na]+ [M+H]+ dm/z=460.15536
666,747,MS1 annotation,9,[M+NH4]+ [M+H]+ dm/z=17.0265
666,703,MS1 annotation,9,[M+H-H2O]+ [M+H]+ dm/z=18.01076
666,808,MS1 annotation,9,[M+K]+ [M+H]+ dm/z=37.95593
666,820,MS1 annotation,9,[2M+H-H2O]+ [M+H]+ dm/z=420.16217
668,731,MS1 annotation,9,[2M+Na]+ [2M+H]+ dm/z=21.98187
668,735,MS1 annotation,9,[M+H-H2O]+ [2M+H]+ dm/z=310.12619
668,824,MS1 annotation,9,[M+Na]+ [2M+H]+ dm/z=270.13401
668,810,MS1 annotation,9,[2M+K]+ [2M+H]+ dm/z=37.95593
668,738,MS1 annotation,9,[M+H]+ [2M+H]+ dm/z=292.11568
668,730,MS1 annotation,9,[2M+NH4]+ [2M+H]+ dm/z=17.02658
668,790,MS1 annotation,9,[M+NH4]+ [2M+H]+ dm/z=275.08922
671,693,MS1 annotation,3,[M+H]+ [M+NH4]+ dm/z=17.02652
671,692,MS1 annotation,3,[M+H-H2O]+ [M+NH4]+ dm/z=35.03709
672,817,MS1 annotation,3,[M+Na]+ [M+NH4]+ dm/z=4.95531
673,724,MS1 annotation,8,[M+Na]+ [M+H]+ dm/z=21.98163
673,729,MS1 annotation,8,[2M+H]+ [M+H]+ dm/z=730.28907
673,695,MS1 annotation,8,[M+H-H2O]+ [M+H]+ dm/z=18.0107
673,754,MS1 annotation,8,[M+NH4]+ [M+H]+ dm/z=17.02637
673,751,MS1 annotation,8,[2M+Na]+ [M+H]+ dm/z=752.27152
676,733,MS1 annotation,3,[M+H-H2O]+ [M+NH4]+ dm/z=35.03808
676,846,MS1 annotation,3,[M+Na]+ [M+NH4]+ dm/z=4.95595
680,814,MS1 annotation,5,[2M+H-H2O]+ [M+H-H2O]+ dm/z=402.15238
680,799,MS1 annotation,5,[2M+H]+ [M+H-H2O]+ dm/z=420.16322
680,750,MS1 annotation,5,[M+H]+ [M+H-H2O]+ dm/z=18.01077
680,694,MS1 annotation,5,[M+NH4]+ [M+H-H2O]+ dm/z=35.03723
681,698,MS1 annotation,5,[M+H-H2O]+ [M+H]+ dm/z=18.01059
681,728,MS1 annotation,5,[M+NH4]+ [M+H]+ dm/z=17.02652
681,835,MS1 annotation,5,[2M+H]+ [M+H]+ dm/z=170.05774
681,761,MS1 annotation,5,[2M+H-H2O]+ [M+H]+ dm/z=152.04706
684,788,MS1 annotation,4,[M+NH4]+ [M+Na]+ dm/z=4.95569
684,709,MS1 annotation,4,[M+H-H2O]+ [M+Na]+ dm/z=39.99428
687,795,MS1 annotation,4,[M+NH4]+ [M+H-H2O]+ dm/z=35.03692
687,800,MS1 annotation,4,[M+H]+ [M+H-H2O]+ dm/z=18.01028
687,776,MS1 annotation,4,[M+Na]+ [M+H-H2O]+ dm/z=39.99261
689,755,MS1 annotation,9,[2M+NH4]+ [M+Na]+ dm/z=433.21822
689,806,MS1 annotation,9,[2M+Na]+ [M+Na]+ dm/z=438.17353
689,747,MS1 annotation,9,[M+NH4]+ [M+Na]+ dm/z=4.95533
689,703,MS1 annotation,9,[M+H-H2O]+ [M+Na]+ dm/z=39.99259
689,808,MS1 annotation,9,[M+K]+ [M+Na]+ dm/z=15.9741
689,820,MS1 annotation,9,[2M+H-H2O]+ [M+Na]+ dm/z=398.18034
692,693,MS1 annotation,3,[M+H]+ [M+H-H2O]+ dm/z=18.01057
694,814,MS1 annotation,5,[2M+H-H2O]+ [M+NH4]+ dm/z=367.11515
694,799,MS1 annotation,5,[2M+H]+ [M+NH4]+ dm/z=385.12599
694,750,MS1 annotation,5,[M+H]+ [M+NH4]+ dm/z=17.02646
695,724,MS1 annotation,8,[M+Na]+ [M+H-H2O]+ dm/z=39.99233
695,729,MS1 annotation,8,[2M+H]+ [M+H-H2O]+ dm/z=748.29977
695,754,MS1 annotation,8,[M+NH4]+ [M+H-H2O]+ dm/z=35.03707
695,751,MS1 annotation,8,[2M+Na]+ [M+H-H2O]+ dm/z=770.28222
698,728,MS1 annotation,5,[M+NH4]+ [M+H-H2O]+ dm/z=35.03711
698,835,MS1 annotation,5,[2M+H]+ [M+H-H2O]+ dm/z=188.06834
698,761,MS1 annotation,5,[2M+H-H2O]+ [M+H-H2O]+ dm/z=170.05766
700,719,MS1 annotation,3,[M+H]+ [M+NH4]+ dm/z=17.02667
